transaction_id,sale_date,product_id,type of prduct,items_sold,unit_price,total_amount,first_name,last_name,customer_email,customer_address
OAXM1JUKTP,2015-04-24,y234324,Prelude Workstation,8,584.94,4679.52,Adam,Moss,Adam.Moss@phillips.com,USNS WheelerFPO AA 18780
5UMNI7R5BQ,2013-02-21,z0888728,Ascend Workstation,3,1959.83,5879.49,Kirsten,Arnold,Kirsten.Arnold@castro.biz,"859 John CovesSouth James, HI 60475"
V3HAUBMIOK,2021-08-15,a0888728,Ascend Workstation,6,485.74,2914.44,Robert,Martin,Robert.Martin@anderson.com,"809 Eric StravenueJonathonland, VT 54241"
AJBMCBI37K,2020-01-03,c08078805,Inspiron Laptop,10,569.9,5699.0,Christopher,Daniels,Christopher.Daniels@orr.com,"44915 Edwards Pass Apt. 877Lake Cynthia, MI 23580"
G643A29TK8,2014-03-24,e0888728,Inspiron Laptop,10,378.23,3782.3,Edward,Preston,Edward.Preston@martinez.info,"116 Baker SummitWest Ronaldstad, KY 75821"
0GSAIZZ6IU,2012-01-19,c08078805,Inspiron Laptop,9,569.9,5129.1,Jennifer,Wagner,Jennifer.Wagner@black.com,"5214 Amanda Tunnel Apt. 385Monroeside, DE 21966"
HX8PDHBIWU,2021-12-05,c08078805,Inspiron Laptop,7,569.9,3989.3,Mary,Dunn,Mary.Dunn@taylor.org,"563 Richard Falls Suite 419Danielleview, NV 92104"
MMHFG4JA4P,2016-02-08,c08078805,Inspiron Laptop,1,569.9,569.9,Scott,Allen,Scott.Allen@miller.com,"176 Grimes CrossingNew Ashley, UT 89555"
HQ2PYFZMAN,2016-11-26,y234324,Prelude Workstation,8,584.94,4679.52,Luis,Garrett,Luis.Garrett@taylor-norman.org,"7105 Montes PassageSouth Johnmouth, MA 95911"
PD37G7V03R,2022-01-31,z0888728,Ascend Workstation,5,1959.83,9799.15,Kayla,Winters,Kayla.Winters@valdez.com,"0720 Sophia CrossroadWest Davidside, NJ 21477"
VMJ3RIPDKT,2014-02-24,d0888728,Gravity Laptop,1,430.35,430.35,Dawn,Dean,Dawn.Dean@williams-marks.com,"7299 Christopher CanyonLake Jennifer, PA 58485"
QM0LN6NC5J,2019-04-23,z0888728,Ascend Workstation,7,1959.83,13718.81,Philip,Allen,Philip.Allen@gomez.com,"55612 Armstrong Lock Apt. 689Samanthamouth, UT 67751"
EVXHD3DF1Y,2021-04-28,e0888728,Inspiron Laptop,7,378.23,2647.61,Tiffany,Archer,Tiffany.Archer@rice.com,"2860 Parker MallWest Mary, MD 27941"
WNK9CU2CZF,2016-02-24,b0888728,Gravity Laptop,5,1816.99,9084.95,Tammy,Nelson,Tammy.Nelson@price.net,"0319 Cynthia Squares Apt. 204Gutierrezberg, VT 24635"
IUBGS89Z2M,2018-10-08,e0888728,Inspiron Laptop,1,378.23,378.23,Jeffrey,Johnson,Jeffrey.Johnson@taylor.com,"36718 George Village Suite 054Thomaschester, CA 65019"
W1HNZEWZP0,2018-06-11,y234324,Prelude Workstation,8,584.94,4679.52,Christopher,Murphy,Christopher.Murphy@armstrong-chambers.com,USCGC DiazFPO AA 19431
GMZQGCBZHB,2020-10-29,c08078805,Inspiron Laptop,3,569.9,1709.7,Heather,Navarro,Heather.Navarro@conner.com,"6043 Phillips Station Apt. 568Jasonchester, NH 53560"
5NE92G0FSI,2016-05-22,c08078805,Inspiron Laptop,10,569.9,5699.0,Tracy,Owens,Tracy.Owens@santos.com,"PSC 8306, Box 0734APO AE 34281"
MR185VMHUY,2019-08-19,d0888728,Gravity Laptop,7,430.35,3012.45,Amy,Carter,Amy.Carter@young.com,"55285 Norris Brooks Apt. 885Williamsfurt, DE 47673"
6Y219EA265,2012-08-14,b0888728,Gravity Laptop,3,1816.99,5450.97,Dawn,Terry,Dawn.Terry@richardson-lewis.com,"510 Barnes Forge Apt. 675Port Aaron, OR 57037"
YWS7G63FP5,2014-06-26,d0888728,Gravity Laptop,9,430.35,3873.15,David,Harris,David.Harris@tate.com,"6335 Johnson Flats Apt. 158Lake Karenfurt, OH 80572"
08GCZUEP4K,2015-01-20,z0888728,Ascend Workstation,1,1959.83,1959.83,Kayla,Mcdonald,Kayla.Mcdonald@reyes.com,"658 Lorraine Motorway Suite 095Griffinbury, MD 41236"
VX1RJ2CURU,2020-09-08,c08078805,Inspiron Laptop,4,569.9,2279.6,Justin,Roberts,Justin.Roberts@lara.com,"3583 Michelle SquareWest Joelport, NE 40067"
SAI1YTALQ3,2014-03-30,c0888728,Infinity Laptop,3,1051.57,3154.71,Angie,Collins,Angie.Collins@flynn.com,"0034 Welch SquaresSouth Amanda, KS 84471"
LBXZX130R4,2018-04-19,a0888728,Ascend Workstation,5,485.74,2428.7,Joseph,Bowen,Joseph.Bowen@martinez.org,"69602 Mcdaniel WalkHamiltonview, KS 95829"
0O1XTY3K5H,2015-11-09,e0888728,Inspiron Laptop,9,378.23,3404.07,Jessica,Thompson,Jessica.Thompson@roy-walker.com,"PSC 3379, Box 1845APO AA 19888"
RWIQIKZ87Z,2015-03-30,a0888728,Ascend Workstation,1,485.74,485.74,Sonya,Cohen,Sonya.Cohen@smith-clark.com,"55226 Sandra GreensKevinburgh, MT 69124"
EDHA6KLFS7,2019-03-29,y234324,Prelude Workstation,9,584.94,5264.46,Tammy,Vincent,Tammy.Vincent@lindsey.net,"74954 Beltran Burg Apt. 317Port Randyhaven, MH 50337"
J8CQ8K5AB7,2016-08-01,c0888728,Infinity Laptop,7,1051.57,7360.99,Matthew,Campbell,Matthew.Campbell@johnson.org,"43128 Wood Divide Suite 483Pittsside, SC 38550"
39TFWSMYP3,2016-03-04,e0888728,Inspiron Laptop,4,378.23,1512.92,Jacqueline,Hernandez,Jacqueline.Hernandez@cohen.net,"5136 Michele LanePort Pamela, CO 77370"
8ZYKFU6D8R,2014-03-22,a0888728,Ascend Workstation,8,485.74,3885.92,Jeffery,Rowe,Jeffery.Rowe@pearson.com,"43419 Wheeler IsleMartinborough, WI 22512"
TR0L541YGG,2018-11-11,a0888728,Ascend Workstation,6,485.74,2914.44,Raymond,Munoz,Raymond.Munoz@morris-sanchez.com,"8391 Todd Village Suite 673Petersport, WI 08639"
N4A8M6PS1P,2014-03-16,e0888728,Inspiron Laptop,1,378.23,378.23,Stephen,Becker,Stephen.Becker@johnson.org,"3108 Ashley ViaductEast Anthonybury, MI 76562"
CGNTOIENHI,2013-01-21,e0888728,Inspiron Laptop,3,378.23,1134.69,Cassandra,Smith,Cassandra.Smith@lamb.com,"22320 Hernandez Lane Suite 427Josephtown, PA 92700"
EIT70Z4BSG,2017-04-09,a0888728,Ascend Workstation,4,485.74,1942.96,John,Gonzalez,John.Gonzalez@mcdonald.info,"9521 Katherine VistaLucasmouth, KY 22662"
PMKCQ9DJZW,2019-07-11,d0888728,Gravity Laptop,8,430.35,3442.8,Laura,Baird,Laura.Baird@brooks-thompson.com,"98654 Jessica CenterWilsonberg, VI 00990"
6R76XHP2U7,2022-10-24,z0888728,Ascend Workstation,6,1959.83,11758.98,David,Lester,David.Lester@nelson.biz,"679 Adams Green Apt. 451Louismouth, OH 48687"
ZT3VVCHYCR,2019-07-03,a0888728,Ascend Workstation,1,485.74,485.74,Gregg,Kennedy,Gregg.Kennedy@lindsey.biz,"02968 Lucas HavenDarleneville, MH 97407"
31P6MXAG5R,2022-08-02,c0888728,Infinity Laptop,2,1051.57,2103.14,Christine,Conway,Christine.Conway@calderon.com,"832 Hale KeysWest Douglasshire, AL 69354"
3CU02W5VR1,2017-04-02,d0888728,Gravity Laptop,10,430.35,4303.5,Jennifer,Hernandez,Jennifer.Hernandez@mitchell-phelps.info,"30987 Sean MillOlsonberg, SC 83370"
GEKDEZLJ4N,2022-07-09,a0888728,Ascend Workstation,5,485.74,2428.7,Kara,Norman,Kara.Norman@smith-lane.com,"33592 Murray Parkways Apt. 669New Davidside, ND 83597"
HUA37JLFY9,2012-07-06,z0888728,Ascend Workstation,8,1959.83,15678.64,Matthew,Lee,Matthew.Lee@pruitt-moore.com,"76184 Reed LightsNorth Sarahstad, FL 53872"
Z1CJ5LWVLG,2019-01-12,c0888728,Infinity Laptop,3,1051.57,3154.71,Lori,Gray,Lori.Gray@davis-fleming.info,"194 Nancy RapidNorth Joel, MS 23558"
46D169T7YX,2022-06-11,d0888728,Gravity Laptop,6,430.35,2582.1,Daniel,Kelly,Daniel.Kelly@mcconnell-nelson.com,"52883 Madison Inlet Suite 645North Haleybury, WI 25380"
XNYXTABAPA,2016-03-17,e0888728,Inspiron Laptop,4,378.23,1512.92,Dakota,Hammond,Dakota.Hammond@gonzalez.com,"4400 Green LoopWest Darlene, MO 32608"
YS41YBSU1H,2012-12-11,y234324,Prelude Workstation,10,584.94,5849.4,Michael,Moon,Michael.Moon@crawford.com,"054 Andrea Lodge Apt. 313Port Mariemouth, MH 84070"
9ONBDGRZWT,2016-04-15,d0888728,Gravity Laptop,8,430.35,3442.8,Leslie,Hernandez,Leslie.Hernandez@gilmore.com,"03347 Emily ForgeMorganburgh, NE 70483"
F8MUEBYMSJ,2021-11-08,y234324,Prelude Workstation,1,584.94,584.94,Michelle,Salinas,Michelle.Salinas@wilkinson.com,"1547 Kimberly ValleyMillermouth, AK 18177"
SHSPOQCLTN,2020-11-27,y234324,Prelude Workstation,6,584.94,3509.64,John,Patel,John.Patel@dunn.com,"747 Stewart Circle Suite 491Shelbymouth, MI 96050"
W1X2U3MDVZ,2013-03-07,e0888728,Inspiron Laptop,1,378.23,378.23,Joseph,Roberts,Joseph.Roberts@stafford-whitehead.info,USNS NewmanFPO AE 67738
7SOX6KC5YA,2014-06-03,c08078805,Inspiron Laptop,3,569.9,1709.7,Kristin,Moss,Kristin.Moss@lee.com,"738 Diana Roads Apt. 551Fosterfurt, MN 41902"
Z09HVAR94D,2014-07-05,e0888728,Inspiron Laptop,5,378.23,1891.15,Raymond,Bennett,Raymond.Bennett@king.org,"2717 Amber Neck Suite 928Amberstad, RI 86465"
VNLL465Y90,2019-07-19,b0888728,Gravity Laptop,7,1816.99,12718.93,Mitchell,Russell,Mitchell.Russell@jacobs.com,"47742 Evans Mount Suite 524Proctorberg, AR 56809"
0NOH186YPB,2014-03-27,y234324,Prelude Workstation,4,584.94,2339.76,Allison,Garrett,Allison.Garrett@pugh.com,"66136 Phillips Forge Apt. 346Port Alyssa, KS 40560"
KCUGNN5UX6,2019-11-26,d0888728,Gravity Laptop,10,430.35,4303.5,Christine,Wilson,Christine.Wilson@king-rose.com,"2503 George Ramp Suite 440Rachelmouth, ID 83939"
1MVC2HPXEP,2021-05-11,c08078805,Inspiron Laptop,7,569.9,3989.3,Frances,Freeman,Frances.Freeman@brown.biz,"70445 Williams Tunnel Suite 532Cherylshire, RI 58670"
U16D4H32WC,2020-07-07,d0888728,Gravity Laptop,9,430.35,3873.15,Timothy,Wright,Timothy.Wright@landry.org,"6306 Rivas Shoal Apt. 565Goodmouth, OH 42537"
CGIKX11Z5H,2012-03-01,b0888728,Gravity Laptop,3,1816.99,5450.97,Brad,Houston,Brad.Houston@snow.info,"35438 Poole ViewsNorth Colleenchester, ME 64250"
D8X82RMQB4,2020-08-05,d0888728,Gravity Laptop,3,430.35,1291.05,Charles,Robinson,Charles.Robinson@jensen.com,"012 Susan Plaza Apt. 140South Margaret, CT 33950"
EPU09A612H,2021-04-05,e0888728,Inspiron Laptop,2,378.23,756.46,Brittney,Mccarthy,Brittney.Mccarthy@nunez-hamilton.com,"107 Timothy Ways Apt. 283New Gregoryshire, SD 08201"
2FS9W4GY0F,2017-04-26,e0888728,Inspiron Laptop,6,378.23,2269.38,Harold,Neal,Harold.Neal@garcia.com,"017 Walter KeyAmberville, MH 25988"
UXB5DUESMO,2016-04-04,d0888728,Gravity Laptop,3,430.35,1291.05,Monica,Harper,Monica.Harper@anderson.com,"376 Victoria Mountains Suite 162Collinsview, NY 98658"
AQ18TYWHAA,2021-05-31,z0888728,Ascend Workstation,7,1959.83,13718.81,Alyssa,Harris,Alyssa.Harris@stevens-ortiz.com,"8553 Banks SquarePattersonshire, ID 58625"
2CW7P7TZO5,2019-01-24,y234324,Prelude Workstation,10,584.94,5849.4,Jared,Morse,Jared.Morse@thomas-dominguez.net,"9180 Robert Corner Apt. 935East Kari, UT 98490"
SZY6F2G19O,2019-01-12,y234324,Prelude Workstation,9,584.94,5264.46,Robert,Abbott,Robert.Abbott@duncan.com,"79724 Wesley CampRobertland, MP 22323"
PABDOXW3XW,2014-01-08,d0888728,Gravity Laptop,4,430.35,1721.4,Angela,Porter,Angela.Porter@cruz.info,"4114 Russell Forge Apt. 983Port Davidberg, OK 10037"
V1IXRN3ET9,2013-07-01,e0888728,Inspiron Laptop,8,378.23,3025.84,Robin,Jones,Robin.Jones@martinez.com,"2801 Perez RoadVincentside, MO 64534"
0NQSVOG6RW,2012-06-01,a0888728,Ascend Workstation,3,485.74,1457.22,Steven,Hardin,Steven.Hardin@anderson.info,"7787 Jones LightsPort Jenniferhaven, NJ 39327"
9B8AU83N8R,2012-03-17,e0888728,Inspiron Laptop,5,378.23,1891.15,Kristen,Pierce,Kristen.Pierce@williams.com,"54172 Jacob Locks Apt. 123New Joseph, ND 91525"
V70YXN514U,2012-02-25,y234324,Prelude Workstation,5,584.94,2924.7,Tamara,Ramos,Tamara.Ramos@garcia.com,"0355 Fowler RowRitaborough, AS 08481"
9F9TUFRH65,2020-10-22,c0888728,Infinity Laptop,7,1051.57,7360.99,Zachary,Berry,Zachary.Berry@martin-robinson.info,"437 Jones Rapid Apt. 756Port Lydia, MO 01289"
ME5V6AC2RR,2020-08-11,e0888728,Inspiron Laptop,9,378.23,3404.07,Cynthia,Hoffman,Cynthia.Hoffman@mitchell-nielsen.com,Unit 5004 Box 6640DPO AE 19166
S3C8OG8ICF,2020-05-20,b0888728,Gravity Laptop,3,1816.99,5450.97,John,Strickland,John.Strickland@trujillo-black.com,"3423 Dyer Mount Apt. 530New Allisonside, TX 79772"
4HPFXIPIFR,2021-02-20,e0888728,Inspiron Laptop,2,378.23,756.46,Randall,Greene,Randall.Greene@barton.com,Unit 5926 Box 1039DPO AE 95540
KKOH5B8KK3,2017-03-16,e0888728,Inspiron Laptop,8,378.23,3025.84,Kimberly,Taylor,Kimberly.Taylor@erickson.biz,"868 Clarke StreamCaseychester, DE 23406"
4SKOGICY6R,2020-01-11,z0888728,Ascend Workstation,7,1959.83,13718.81,Claudia,Hawkins,Claudia.Hawkins@gross-little.net,"507 Proctor Forks Apt. 882Port Darius, MI 85940"
JZPEVLIEDK,2016-01-27,e0888728,Inspiron Laptop,6,378.23,2269.38,Kimberly,Brown,Kimberly.Brown@murphy.com,"4657 Rogers Trace Suite 267Angelamouth, CT 58513"
3B3GA7YK0L,2016-01-11,c08078805,Inspiron Laptop,2,569.9,1139.8,Isaac,Ayers,Isaac.Ayers@beck.net,"1992 Shepard LocksNorth Janiceberg, CO 41028"
0J7949VALH,2014-03-11,a0888728,Ascend Workstation,1,485.74,485.74,Nicole,Flores,Nicole.Flores@patton.org,"6319 Tristan PointPort Karenmouth, HI 84527"
QTFER7V0L8,2013-05-25,z0888728,Ascend Workstation,2,1959.83,3919.66,Clayton,Reynolds,Clayton.Reynolds@taylor-jones.com,"578 David Track Suite 772Hallport, AS 94315"
ETVBBLG8BN,2019-04-17,a0888728,Ascend Workstation,6,485.74,2914.44,Kerry,Ruiz,Kerry.Ruiz@christensen.com,"44660 Patrick Coves Apt. 772Jameschester, CO 59320"
MAUJS7UPT2,2013-05-17,y234324,Prelude Workstation,7,584.94,4094.58,John,Mcconnell,John.Mcconnell@guzman.com,"0786 Seth FlatsWest William, NC 97457"
X42KKJD4RL,2021-07-12,y234324,Prelude Workstation,8,584.94,4679.52,Jasmine,Padilla,Jasmine.Padilla@jimenez.org,"636 Luis StreetsEast Sandrafurt, OK 21798"
QBOKALTZFS,2019-03-21,c08078805,Inspiron Laptop,8,569.9,4559.2,Noah,Butler,Noah.Butler@petersen.com,"341 Denise Row Suite 572Jermainechester, CA 22763"
AYTTBPKP1V,2012-11-21,a0888728,Ascend Workstation,8,485.74,3885.92,Amy,Edwards,Amy.Edwards@howell.biz,"PSC 3623, Box 2409APO AA 33044"
KW0FOBJMVH,2012-01-05,y234324,Prelude Workstation,10,584.94,5849.4,Rickey,Cox,Rickey.Cox@parrish-smith.net,"2362 Christine Ferry Apt. 361Lake Ambermouth, MD 10572"
7RZHOGMWGS,2017-10-04,c08078805,Inspiron Laptop,7,569.9,3989.3,Meredith,Munoz,Meredith.Munoz@bradley.com,"1259 Matthew ForksFrenchport, WV 79070"
D66WKES5V0,2019-03-19,a0888728,Ascend Workstation,9,485.74,4371.66,Mitchell,Flores,Mitchell.Flores@davis.org,"18111 Singleton Plaza Suite 341Port Karen, MN 64124"
SETMG3O0UH,2012-11-07,b0888728,Gravity Laptop,10,1816.99,18169.9,Ralph,Conner,Ralph.Conner@berry.biz,"9413 Crystal PrairieNorth Kelly, LA 76921"
IPG285K3SF,2017-03-12,c0888728,Infinity Laptop,10,1051.57,10515.7,Julie,Brooks,Julie.Brooks@austin.com,"88637 Taylor Mountains Apt. 357New Brandonville, WA 61566"
RGM0SAZ7TU,2018-02-07,y234324,Prelude Workstation,5,584.94,2924.7,Lisa,Pierce,Lisa.Pierce@gilmore-peters.org,"04638 Hernandez Glen Suite 269Yangton, PW 74911"
QSWINV0G76,2012-08-05,a0888728,Ascend Workstation,1,485.74,485.74,Jason,Hernandez,Jason.Hernandez@douglas-valenzuela.org,"41229 Jessica ParkwaysMorrowmouth, KY 35574"
UG9LA5RQA6,2019-08-22,d0888728,Gravity Laptop,6,430.35,2582.1,Melissa,Franco,Melissa.Franco@stark.com,"1934 Crystal Expressway Apt. 967North Holly, NY 45374"
YJW3CIY8OV,2016-02-24,d0888728,Gravity Laptop,3,430.35,1291.05,Robert,Clark,Robert.Clark@nichols-pitts.com,"81904 Tamara DrivesNew Alisonchester, CA 37465"
UNBMYC63WX,2017-05-18,c08078805,Inspiron Laptop,1,569.9,569.9,Michael,Rogers,Michael.Rogers@hale.com,"8303 Andrew Underpass Apt. 581South Whitney, NJ 92615"
MW4EOO4RK0,2020-03-30,a0888728,Ascend Workstation,1,485.74,485.74,Tiffany,Simmons,Tiffany.Simmons@richards.org,"PSC 9327, Box 9563APO AE 44102"
NGLU1LB28M,2013-05-12,z0888728,Ascend Workstation,5,1959.83,9799.15,Teresa,Roman,Teresa.Roman@mills.com,"80348 Sarah Junction Apt. 373East Erikashire, OR 82116"
I1IQKKNU2L,2012-05-01,c0888728,Infinity Laptop,6,1051.57,6309.42,Megan,Casey,Megan.Casey@livingston-howell.com,"94527 Williams StravenueRodneymouth, IL 47527"
28EUD2DE64,2019-12-29,e0888728,Inspiron Laptop,6,378.23,2269.38,Karen,Cruz,Karen.Cruz@johnson-whitaker.net,"52978 Lauren RidgeSmithport, VI 65412"
4OGT7W6W7W,2016-10-18,y234324,Prelude Workstation,2,584.94,1169.88,Kayla,Murillo,Kayla.Murillo@west.org,"00814 Peterson MountainEast Richardchester, ND 51950"
WDKDSV9NAW,2016-06-13,y234324,Prelude Workstation,3,584.94,1754.82,Anne,Molina,Anne.Molina@liu.com,USNS ReidFPO AA 85588
7WE6T3GLXH,2021-11-04,c0888728,Infinity Laptop,3,1051.57,3154.71,Hayley,Sparks,Hayley.Sparks@young-mueller.com,"8024 Glenn Trace Suite 907Turnerfurt, OR 37767"
ROL37ZODK3,2018-08-11,z0888728,Ascend Workstation,8,1959.83,15678.64,Joyce,Kim,Joyce.Kim@brown-brooks.biz,"002 Todd Tunnel Suite 992North Scottland, TX 30233"
JU9GUJFP6O,2014-04-01,c08078805,Inspiron Laptop,8,569.9,4559.2,Jeffrey,Manning,Jeffrey.Manning@thompson-stone.biz,"PSC 6614, Box 8645APO AE 21336"
0TQJ1QHYS6,2012-07-02,y234324,Prelude Workstation,4,584.94,2339.76,Lisa,Brooks,Lisa.Brooks@jackson-middleton.com,"822 Reynolds Rue Apt. 439New Feliciafort, KY 53292"
G50VFFBTND,2020-12-03,e0888728,Inspiron Laptop,1,378.23,378.23,Kara,Bennett,Kara.Bennett@norman-huang.com,"487 Lewis PlaceWest Nancytown, AS 94702"
E028V2NQVP,2013-06-07,b0888728,Gravity Laptop,3,1816.99,5450.97,Nathaniel,Miller,Nathaniel.Miller@kim.com,"6410 Robert Lakes Apt. 044East Amanda, VT 37998"
RR154XKAOG,2018-12-24,a0888728,Ascend Workstation,5,485.74,2428.7,Amanda,Mcconnell,Amanda.Mcconnell@christensen.com,"6022 Schroeder LodgeSouth Jeffrey, SC 90731"
FUB21Y9EZA,2020-02-23,c08078805,Inspiron Laptop,10,569.9,5699.0,Valerie,Harrison,Valerie.Harrison@harris.org,"479 Jennifer BranchLake Jonathanview, NH 96519"
5G82079YO9,2013-06-29,c08078805,Inspiron Laptop,2,569.9,1139.8,Christina,Patterson,Christina.Patterson@burke-gilmore.com,"6322 Michael Via Apt. 058North Anthony, VI 89833"
WTQXBQBVSP,2013-05-24,y234324,Prelude Workstation,3,584.94,1754.82,Kristin,Bullock,Kristin.Bullock@jones-richards.com,"PSC 7403, Box 7745APO AP 66432"
IHSRNSOONR,2015-10-31,e0888728,Inspiron Laptop,1,378.23,378.23,Brian,Anderson,Brian.Anderson@mcdonald-perry.com,"20674 Horne Circle Suite 207Wilsonview, OK 63470"
TXSMVV22NZ,2019-09-09,y234324,Prelude Workstation,7,584.94,4094.58,Reginald,Hall,Reginald.Hall@russo.biz,"267 Hebert Corners Apt. 175Marcville, ME 41863"
A1G28K8EAQ,2012-07-27,c0888728,Infinity Laptop,6,1051.57,6309.42,James,English,James.English@hanson.com,"2261 Lambert Mountains Suite 667Reedchester, IA 79593"
AOBEJ21I3Y,2021-04-08,e0888728,Inspiron Laptop,2,378.23,756.46,Michael,Davis,Michael.Davis@ramos.org,"96317 Michael Mountain Apt. 227Desireechester, GU 74893"
IK9QIMA5MK,2019-04-05,y234324,Prelude Workstation,2,584.94,1169.88,Charles,Goodman,Charles.Goodman@underwood.com,"9147 Richard PortsLake Zacharyburgh, AL 76660"
EYT3Q5RJDF,2015-06-15,b0888728,Gravity Laptop,8,1816.99,14535.92,Robert,Young,Robert.Young@shaw.com,"057 Amanda InletMedinachester, UT 52668"
7Q4992ZH05,2019-09-05,b0888728,Gravity Laptop,5,1816.99,9084.95,Renee,Dean,Renee.Dean@castillo.com,"9283 Keith Hill Apt. 047New Bethside, AZ 24200"
P1K5R5Q2IX,2020-03-28,a0888728,Ascend Workstation,10,485.74,4857.4,Michael,Martin,Michael.Martin@reyes-jones.net,"350 Stevens PathEast Jason, AL 58573"
QKGQ85947F,2021-02-02,e0888728,Inspiron Laptop,1,378.23,378.23,Amanda,Andrade,Amanda.Andrade@ferguson.net,"354 Catherine Village Suite 342Burnettview, IL 87189"
X5427VR68O,2012-08-22,e0888728,Inspiron Laptop,6,378.23,2269.38,Veronica,Mcpherson,Veronica.Mcpherson@graham-williams.com,"28981 Jennifer ValleyWest Amanda, OH 95081"
DW1KHHL7QP,2014-05-28,b0888728,Gravity Laptop,9,1816.99,16352.91,Perry,Stevens,Perry.Stevens@estrada-campbell.com,"127 Brenda StravenueLake John, ID 66083"
5XENL03R5A,2013-08-10,z0888728,Ascend Workstation,7,1959.83,13718.81,Stephen,Hall,Stephen.Hall@harper.com,"27135 Lee Port Suite 578East Chadshire, WA 67768"
3HVHKVPFP3,2019-08-25,y234324,Prelude Workstation,8,584.94,4679.52,Deborah,Craig,Deborah.Craig@donovan.com,"540 Parks GreenPort Anneton, TN 51391"
2Q31Z7FBAU,2012-02-16,e0888728,Inspiron Laptop,4,378.23,1512.92,Mark,Ruiz,Mark.Ruiz@norris.com,"18413 Lisa Mission Apt. 223Amandahaven, NC 95035"
KGSPKHKYYC,2020-12-01,a0888728,Ascend Workstation,8,485.74,3885.92,Rebecca,Cunningham,Rebecca.Cunningham@ford.com,"6375 Donald KnollsJohnsonbury, MI 07114"
JQIX5G2QA6,2020-03-22,c08078805,Inspiron Laptop,6,569.9,3419.4,Robert,Miller,Robert.Miller@decker.org,"6243 Martin KnollsFarmerfurt, LA 97858"
DTUT9AUJ12,2018-08-21,z0888728,Ascend Workstation,9,1959.83,17638.47,Aaron,Brown,Aaron.Brown@palmer.net,"8275 Colleen VillagesWest Nancymouth, GA 68759"
V9AT6BBCA2,2015-01-30,c0888728,Infinity Laptop,3,1051.57,3154.71,Laura,Moreno,Laura.Moreno@jackson-klein.com,"420 Davis Cove Suite 250Kellychester, KS 27928"
6K29UXV73C,2015-12-15,y234324,Prelude Workstation,10,584.94,5849.4,Paul,Rodriguez,Paul.Rodriguez@meyers.com,"344 Turner ExpresswayPort Alexandraborough, MT 70415"
7KFKUQ5HY1,2020-09-28,d0888728,Gravity Laptop,2,430.35,860.7,Amber,Chaney,Amber.Chaney@jones.com,"028 Arnold Mountains Suite 171East Ashleyborough, AZ 04944"
VJZH0JQWS1,2022-02-03,d0888728,Gravity Laptop,6,430.35,2582.1,Douglas,Salazar,Douglas.Salazar@tucker.net,"5593 Chang Stravenue Suite 417North Jeromefurt, AK 32851"
JZ610OX20J,2014-01-16,d0888728,Gravity Laptop,6,430.35,2582.1,George,Salazar,George.Salazar@smith.com,"60444 Gregory Unions Suite 228South Carolyn, IA 56029"
4F1DIY0CMB,2015-02-07,y234324,Prelude Workstation,7,584.94,4094.58,Jason,Scott,Jason.Scott@vazquez.com,Unit 0216 Box 4541DPO AP 47054
RJJYF7PR5H,2014-09-25,y234324,Prelude Workstation,8,584.94,4679.52,Daisy,West,Daisy.West@ho.com,"56728 Michelle Vista Apt. 240Lake Chad, GU 93095"
1Q65QHI9YP,2016-11-05,z0888728,Ascend Workstation,8,1959.83,15678.64,Debbie,Soto,Debbie.Soto@jimenez-russell.com,"233 Benjamin SpringsNancyborough, DC 08365"
9NYGIPCEP4,2019-12-09,c08078805,Inspiron Laptop,8,569.9,4559.2,Nicholas,Lloyd,Nicholas.Lloyd@leonard.com,"427 Morales Pines Suite 713Donnaberg, AK 83137"
KWEVZ5UELQ,2020-01-26,b0888728,Gravity Laptop,3,1816.99,5450.97,Michael,Jones,Michael.Jones@hill.com,"58817 Vincent Inlet Apt. 773Fordberg, HI 99079"
SBS7IVQM0N,2019-07-20,a0888728,Ascend Workstation,2,485.74,971.48,Misty,Tran,Misty.Tran@sims.com,"3028 Baker Mews Apt. 530East Nicole, MP 54922"
U1ETCFPOVM,2022-10-02,y234324,Prelude Workstation,5,584.94,2924.7,Richard,Adams,Richard.Adams@wolf-elliott.com,"426 Jimenez Crest Apt. 802Lake Michellefurt, AZ 52924"
9KRI5U1W3U,2017-06-16,y234324,Prelude Workstation,5,584.94,2924.7,John,Shepard,John.Shepard@estes.org,"53944 Mindy BranchMatthewbury, OK 66040"
J0MVKGMNO9,2019-08-06,e0888728,Inspiron Laptop,9,378.23,3404.07,Edward,Spence,Edward.Spence@lopez.org,"7354 Silva Cliff Apt. 990New Kellyside, VI 09996"
2CQI3XLK3L,2019-11-20,z0888728,Ascend Workstation,10,1959.83,19598.3,Gary,Montgomery,Gary.Montgomery@rivas.net,"803 Brown ParkwaysHollyshire, WV 86795"
66M2DH43S9,2019-12-12,b0888728,Gravity Laptop,1,1816.99,1816.99,Carlos,Atkinson,Carlos.Atkinson@baker.com,"48352 Jones Ranch Apt. 264Castillofort, KY 12233"
L2WTS76D95,2012-09-19,b0888728,Gravity Laptop,9,1816.99,16352.91,Bernard,Crawford,Bernard.Crawford@stevens.com,"2746 Jenna Views Suite 291Lake Timothymouth, MN 74792"
ZFWDJF32TK,2022-02-21,b0888728,Gravity Laptop,7,1816.99,12718.93,Melody,Lewis,Melody.Lewis@wright.org,"42817 John Estate Suite 704New Kathrynbury, DE 19194"
